"Age","Region","YearsExperience","YearsCurrentJob","JobDescription","JobType","Happiness","Income","Gender","SwitchedJobsLast6Months"
"21 - 23","CABA","Menos de un año","Menos de un año","Developer","Full-Time",3,11500,"M",0
"21 - 23","CABA","Menos de un año","Menos de un año","HelpDesk","Full-Time",3,14285.7142857143,"M",0
"24 - 26","CABA","3 - 5","Menos de un año","Developer","Full-Time",3,25571.4285714286,"M",0
"41 - 45","CABA","10+","Menos de un año","Gerente de Tecnología ","Full-Time",4,68571.4285714286,"M",1
"24 - 26","Cordoba","1 - 2","1 - 2","Networking","Full-Time",3,20000,"M",0
"24 - 26","CABA","3 - 5","Menos de un año","Developer","Full-Time",4,34000,"M",1
"31 - 33","GBA","5 - 7","1 - 2","Architech ","Full-Time",4,45714.2857142857,"M",0
"27 - 30","Santa Fe","5 - 7","4 - 5","Sysadmin networking","Freelance",3,12000,"M",0
"18 - 20","CABA","Menos de un año","Menos de un año","Administrador de redes ","Full-Time",4,14000,"M",0
"21 - 23","Cordoba","3 - 5","3 - 4","Developer","Part-Time",3,7142.85714285714,"M",0
"27 - 30","Cordoba","5 - 7","1 - 2","manager","Full-Time",1,19428.5714285714,"M",0
"27 - 30","CABA","Menos de un año","Menos de un año","SysAdmin / DevOps","Full-Time",3,13000,"F",0
"24 - 26","CABA","3 - 5","Menos de un año","QA / Tester","Full-Time",5,26000,"F",1
"37 - 40","Chubut","8 - 10","5 - 6","HelpDesk","Full-Time",1,17142.8571428571,"M",0
"18 - 20","CABA","Menos de un año","Menos de un año","HelpDesk","Full-Time",2,10200,"M",0
"31 - 33","CABA","3 - 5","3 - 4","Developer","Full-Time",1,17000,"M",0
"21 - 23","CABA","1 - 2","1 - 2","Developer","Full-Time",3,12000,"M",0
"27 - 30","CABA","8 - 10","1 - 2","Developer","Freelance",4,57142.8571428571,"F",0
"24 - 26","GBA","3 - 5","Menos de un año","Developer","Full-Time",4,22857.1428571429,"M",1
"24 - 26","Entre Rios","5 - 7","1 - 2","Developer","Full-Time",3,34285.7142857143,"M",1
"41 - 45","Cordoba","8 - 10","1 - 2","HelpDesk","Full-Time",3,16142.8571428571,"M",1
"31 - 33","GBA","5 - 7","2 - 3","Developer","Full-Time",3,21428.5714285714,"M",0
"31 - 33","CABA","5 - 7","4 - 5","Networking","Full-Time",1,17857.1428571429,"M",0
"27 - 30","CABA","3 - 5","Menos de un año","SysAdmin / DevOps","Full-Time",4,32000,"M",1
"31 - 33","CABA","10+","1 - 2","SysAdmin / DevOps","Full-Time",4,28571.4285714286,"M",0
"31 - 33","GBA","3 - 5","Menos de un año","SysAdmin / DevOps","Full-Time",3,22857.1428571429,"M",1
"37 - 40","GBA","10+","5 - 6","Developer","Full-Time",4,47142.8571428571,"M",0
"21 - 23","CABA","1 - 2","1 - 2","Developer","Full-Time",3,18000,"M",0
"27 - 30","CABA","3 - 5","4 - 5","Developer","Full-Time",4,30000,"M",0
"27 - 30","CABA","5 - 7","4 - 5","HelpDesk","Full-Time",3,17142.8571428571,"M",0
"37 - 40","CABA","10+","10+","Developer","Full-Time",2,11428.5714285714,"M",0
"34 - 36","CABA","3 - 5","1 - 2","Middleware","Full-Time",2,16500,"M",0
"31 - 33","CABA","3 - 5","4 - 5","Developer","Full-Time",3,20000,"M",0
"21 - 23","GBA","1 - 2","1 - 2","Developer","Part-Time",2,8000,"M",0
"18 - 20","CABA","Menos de un año","Menos de un año","Analista/Soporte","Full-Time",3,17571.4285714286,"M",0
"31 - 33","Santa Fe","3 - 5","1 - 2","Developer","Full-Time",3,20000,"M",0
"27 - 30","CABA","5 - 7","6 - 7","HelpDesk","Full-Time",5,28000,"F",0
"24 - 26","CABA","3 - 5","2 - 3","Developer","Part-Time",3,15714.2857142857,"M",0
"27 - 30","Santa Fe","3 - 5","2 - 3","IT Consultant","Freelance",4,50000,"M",0
"41 - 45","CABA","10+","10+","Networking","Full-Time",2,32857.1428571429,"F",0
"24 - 26","GBA","10+","10+","SysAdmin / DevOps","Full-Time",5,10000,"M",0
"21 - 23","CABA","1 - 2","Menos de un año","Developer","Full-Time",3,28571.4285714286,"M",0
"34 - 36","CABA","10+","3 - 4","Developer","Full-Time",4,32000,"M",0
"27 - 30","CABA","3 - 5","1 - 2","HelpDesk","Full-Time",3,21428.5714285714,"F",0
"27 - 30","Cordoba","8 - 10","9 - 10","Developer","Full-Time",3,27142.8571428571,"M",0
"27 - 30","GBA","8 - 10","7 - 8","Administración y Proyectos","Full-Time",4,22000,"F",0
"27 - 30","GBA","8 - 10","7 - 8","Administración y Proyectos","Full-Time",4,22000,"F",0
"21 - 23","CABA","1 - 2","1 - 2","HelpDesk","Full-Time",3,20000,"M",0
"24 - 26","GBA","3 - 5","2 - 3","hacking etico/seguridad","Full-Time",2,35714.2857142857,"M",0
"18 - 20","CABA","1 - 2","1 - 2","HelpDesk","Part-Time",3,10000,"M",0
"34 - 36","GBA","1 - 2","1 - 2","deposito y logistica","Full-Time",4,14285.7142857143,"M",0
"31 - 33","GBA","10+","3 - 4","HelpDesk","Full-Time",3,20000,"M",0
"24 - 26","Santa Fe","3 - 5","1 - 2","IT","Part-Time",3,18571.4285714286,"M",0
"31 - 33","CABA","5 - 7","3 - 4","HelpDesk","Full-Time",1,11200,"F",0
"50+","CABA","10+","4 - 5","HelpDesk","Full-Time",2,22857.1428571429,"M",0
"24 - 26","GBA","Menos de un año","Menos de un año","Developer","Full-Time",4,12000,"M",0
"27 - 30","CABA","3 - 5","3 - 4","HelpDesk","Full-Time",4,22857.1428571429,"M",0
"31 - 33","CABA","10+","7 - 8","Developer","Freelance",2,32857.1428571429,"M",0
"31 - 33","GBA","10+","4 - 5","Networking","Full-Time",5,38571.4285714286,"M",0
"24 - 26","CABA","3 - 5","Menos de un año","Designer","Full-Time",3,30000,"M",1
"21 - 23","CABA","3 - 5","1 - 2","HelpDesk","Part-Time",3,12857.1428571429,"M",0
"21 - 23","CABA","1 - 2","Menos de un año","Developer","Full-Time",5,24000,"M",1
"27 - 30","CABA","3 - 5","Menos de un año","Developer","Full-Time",3,25714.2857142857,"M",0
"34 - 36","Entre Rios","5 - 7","6 - 7","Networking","Full-Time",3,28571.4285714286,"M",0
"34 - 36","GBA","8 - 10","2 - 3","Funcional SAP","Full-Time",4,50000,"M",0
"37 - 40","CABA","Menos de un año","7 - 8","análisis funcional","Full-Time",2,30000,"F",1
"24 - 26","CABA","Menos de un año","Menos de un año","Seguridad","Full-Time",2,14285.7142857143,"M",0
"24 - 26","CABA","Menos de un año","Menos de un año","HelpDesk","Full-Time",4,17857.1428571429,"M",0
"27 - 30","GBA","Menos de un año","1 - 2","Designer","Full-Time",2,8000,"M",0
"37 - 40","GBA","8 - 10","5 - 6","Comunicacion","Full-Time",3,28571.4285714286,"F",0
"34 - 36","CABA","10+","1 - 2","Networking","Full-Time",5,54000,"M",0
"31 - 33","CABA","8 - 10","3 - 4","Developer","Full-Time",3,50000,"M",0
"37 - 40","GBA","10+","10+","Developer","Full-Time",4,31428.5714285714,"M",0
"27 - 30","CABA","8 - 10","6 - 7","Operador centro de cómputos ","Full-Time",3,24285.7142857143,"M",0
"24 - 26","CABA","5 - 7","2 - 3","HelpDesk","Full-Time",4,22857.1428571429,"M",0
"27 - 30","CABA","5 - 7","Menos de un año","PM","Full-Time",4,27000,"F",1
"37 - 40","GBA","10+","10+","Developer","Full-Time",4,31428.5714285714,"M",0
"37 - 40","GBA","10+","10+","Developer","Full-Time",4,31428.5714285714,"M",0
"24 - 26","CABA","3 - 5","Menos de un año","Business Security analyst","Full-Time",3,25714.2857142857,"M",0
"18 - 20","CABA","Menos de un año","Menos de un año","programador","Full-Time",3,8000,"M",0
"24 - 26","CABA","3 - 5","2 - 3","Networking","Full-Time",5,35714.2857142857,"M",0
"34 - 36","CABA","8 - 10","1 - 2","Packager","Full-Time",2,15000,"M",0
"21 - 23","CABA","1 - 2","2 - 3","Infosec","Full-Time",4,44964.2857142857,"M",0
"21 - 23","San Luis","Menos de un año","Menos de un año","SysAdmin/HelpDesk","Full-Time",5,15714.2857142857,"M",0
"41 - 45","GBA","10+","1 - 2","Architect","Full-Time",3,50000,"M",0
"27 - 30","CABA","5 - 7","3 - 4","Infosec","Full-Time",3,35714.2857142857,"M",0
"24 - 26","Cordoba","Menos de un año","Menos de un año","HelpDesk","Part-Time",3,6428.57142857143,"M",0
"50+","CABA","10+","10+","Auditor IT","Full-Time",3,50000,"M",0
"31 - 33","CABA","10+","Menos de un año","arquitecto","Full-Time",4,114285.714285714,"M",1
"27 - 30","Cordoba","8 - 10","2 - 3","Middleware","Full-Time",2,15714.2857142857,"M",0
"24 - 26","CABA","8 - 10","3 - 4","Networking","Full-Time",1,22857.1428571429,"M",0
"24 - 26","CABA","1 - 2","Menos de un año","Developer","Full-Time",4,19500,"M",1
"24 - 26","CABA","1 - 2","1 - 2","HelpDesk","Full-Time",2,14264.2857142857,"M",0
"34 - 36","CABA","3 - 5","1 - 2","Networking","Full-Time",4,15000,"M",0
"34 - 36","GBA","8 - 10","4 - 5","Networking","Part-Time",2,17142.8571428571,"M",0
"24 - 26","CABA","1 - 2","1 - 2","Designer","Full-Time",3,19285.7142857143,"M",0
"21 - 23","CABA","Menos de un año","Menos de un año","Developer","Full-Time",2,6810,"M",0
"27 - 30","CABA","5 - 7","4 - 5","SysAdmin / DevOps","Full-Time",2,26428.5714285714,"M",0
"24 - 26","CABA","1 - 2","Menos de un año","Seguridad en reded","Full-Time",4,29000,"M",1
"24 - 26","CABA","1 - 2","Menos de un año","SysAdmin / DevOps","Full-Time",3,17428.5714285714,"M",0
"27 - 30","GBA","10+","Menos de un año","Técnico reparador y Empleado de Comercio... al mismo tiempo","Part-Time",3,7857.14285714286,"M",0
"21 - 23","CABA","Menos de un año","Menos de un año","Analista de sistemas","Full-Time",1,10714.2857142857,"M",0
"27 - 30","CABA","8 - 10","1 - 2","Developer","Full-Time",4,30000,"M",0
"24 - 26","CABA","8 - 10","6 - 7","HelpDesk","Part-Time",4,30000,"M",0
"24 - 26","CABA","3 - 5","4 - 5","Developer","Full-Time",3,28000,"M",0
"27 - 30","CABA","5 - 7","2 - 3","SysAdmin / DevOps","Full-Time",3,28571.4285714286,"M",0
"37 - 40","CABA","10+","10+","Developer","Freelance",2,28571.4285714286,"M",0
"24 - 26","Santa Fe","5 - 7","4 - 5","HelpDesk","Part-Time",2,10000,"M",0
"31 - 33","CABA","5 - 7","2 - 3","SysAdmin / DevOps","Full-Time",2,27857.1428571429,"M",0
"27 - 30","GBA","5 - 7","2 - 3","SysAdmin / DevOps","Part-Time",1,19500,"M",0
"21 - 23","CABA","1 - 2","1 - 2","Networking","Full-Time",4,24500,"M",0
"21 - 23","CABA","3 - 5","1 - 2","Developer","Full-Time",2,19000,"M",0
"27 - 30","CABA","5 - 7","1 - 2","SysAdmin / DevOps","Full-Time",4,43000,"M",0
"21 - 23","CABA","1 - 2","Menos de un año","Analista","Full-Time",3,19000,"M",0
"24 - 26","Cordoba","5 - 7","4 - 5","Analista Funcional","Full-Time",2,22857.1428571429,"M",0
"31 - 33","CABA","5 - 7","1 - 2","Developer","Full-Time",5,30480,"M",0
"31 - 33","Santa Cruz","8 - 10","2 - 3","Aplicaciones y soporte a usuarios","Full-Time",3,37000,"M",0
"27 - 30","GBA","3 - 5","Menos de un año","SysAdmin / DevOps","Full-Time",4,18571.4285714286,"M",1
"31 - 33","CABA","8 - 10","3 - 4","Productora publicidad","Full-Time",3,40000,"F",0
"37 - 40","CABA","8 - 10","9 - 10","Storage / Backup","Full-Time",1,18571.4285714286,"M",0
"31 - 33","CABA","10+","1 - 2","Gerente","Full-Time",3,52500,"M",0
"27 - 30","GBA","5 - 7","5 - 6","Developer","Full-Time",5,35714.2857142857,"M",0
"18 - 20","Chaco","3 - 5","1 - 2","Storage / Backup","Part-Time",3,20000,"M",0
"31 - 33","GBA","3 - 5","2 - 3","Developer","Full-Time",3,50000,"M",0
"24 - 26","Entre Rios","1 - 2","1 - 2","QA / Tester","Full-Time",1,12142.8571428571,"M",0
"24 - 26","GBA","1 - 2","1 - 2","Developer","Full-Time",2,17142.8571428571,"M",0
"34 - 36","CABA","1 - 2","Menos de un año","Developer","Full-Time",4,27000,"M",1
"21 - 23","CABA","Menos de un año","Menos de un año","Developer","Full-Time",4,18571.4285714286,"F",0
"27 - 30","CABA","5 - 7","2 - 3","Developer","Full-Time",3,36999,"M",0
"24 - 26","Santa Fe","Menos de un año","Menos de un año","Developer","Part-Time",4,12000,"M",0
"27 - 30","Cordoba","3 - 5","2 - 3","Designer","Full-Time",2,17142.8571428571,"M",0
"27 - 30","Santa Fe","8 - 10","Menos de un año","TL","Full-Time",4,40000,"M",1
"46 - 49","CABA","10+","1 - 2","IT leader","Full-Time",2,20000,"M",0
"37 - 40","GBA","1 - 2","Menos de un año","SysAdmin / DevOps","Full-Time",3,21000,"M",1
"27 - 30","CABA","1 - 2","1 - 2","Networking","Full-Time",5,51428.5714285714,"M",0
"31 - 33","CABA","3 - 5","4 - 5","operador","Full-Time",2,6428.57142857143,"M",0
"18 - 20","CABA","Menos de un año","Menos de un año","SysAdmin / DevOps","Full-Time",3,10000,"M",0
"24 - 26","CABA","1 - 2","Menos de un año","Developer","Full-Time",3,17000,"M",1
"27 - 30","GBA","8 - 10","4 - 5","HelpDesk","Part-Time",3,14910,"M",0
"31 - 33","CABA","1 - 2","1 - 2","SysAdmin / DevOps","Part-Time",1,9285.71428571429,"M",0
"24 - 26","CABA","5 - 7","1 - 2","Infosec","Full-Time",3,23000,"M",1
"31 - 33","GBA","5 - 7","4 - 5","De todo un todo","Full-Time",3,14285.7142857143,"M",0
"34 - 36","CABA","Menos de un año","Menos de un año","Designer","Full-Time",3,35000,"M",1
"31 - 33","CABA","10+","9 - 10","SysAdmin / DevOps","Full-Time",4,33000,"M",0
"24 - 26","GBA","3 - 5","1 - 2","Developer","Part-Time",5,20554.2857142857,"M",0
"18 - 20","GBA","1 - 2","Menos de un año","Operador NOC","Full-Time",4,17000,"M",1
"27 - 30","Chaco","10+","Menos de un año","Soporte IT","Full-Time",4,22142.8571428571,"M",1
"34 - 36","Santa Fe","8 - 10","4 - 5","Infosec","Part-Time",3,28571.4285714286,"M",0
"31 - 33","GBA","3 - 5","3 - 4","Developer","Full-Time",3,21428.5714285714,"M",0
"37 - 40","Cordoba","10+","3 - 4","PM","Remoto (empresa de otro país)",4,77142.8571428571,"M",0
"24 - 26","GBA","3 - 5","1 - 2","Networking","Full-Time",3,28571.4285714286,"M",0
"27 - 30","CABA","8 - 10","Menos de un año","Infosec","Full-Time",4,36900,"M",0
"24 - 26","Santa Fe","5 - 7","3 - 4","Developer","Full-Time",2,9700,"M",0
"24 - 26","CABA","1 - 2","1 - 2","HelpDesk","Full-Time",5,20000,"M",0
"37 - 40","CABA","10+","Menos de un año","Networking","Full-Time",4,25714.2857142857,"M",0
"21 - 23","CABA","Menos de un año","Menos de un año","Developer","Part-Time",5,10500,"M",1
"24 - 26","CABA","Menos de un año","Menos de un año","Developer","Part-Time",3,17142.8571428571,"M",0
"21 - 23","CABA","Menos de un año","Menos de un año","Developer","Part-Time",5,27000,"M",0
"31 - 33","CABA","5 - 7","6 - 7","Networking","Full-Time",3,24285.7142857143,"M",0
"27 - 30","CABA","8 - 10","3 - 4","HelpDesk","Full-Time",3,27142.8571428571,"M",0
"34 - 36","San Luis","5 - 7","2 - 3","SysAdmin / DevOps","Full-Time",3,35714.2857142857,"M",0
"24 - 26","CABA","1 - 2","Menos de un año","Developer","Remoto (empresa de otro país)",5,60000,"M",1
"27 - 30","GBA","3 - 5","Menos de un año","Developer","Full-Time",3,17857.1428571429,"F",1
"37 - 40","GBA","10+","8 - 9","SysAdmin / DevOps","Freelance",4,34285.7142857143,"M",0
"31 - 33","CABA","10+","2 - 3","PM","Full-Time",2,35000,"F",0
"27 - 30","CABA","8 - 10","5 - 6","HelpDesk","Full-Time",5,35000,"M",0
"31 - 33","CABA","10+","7 - 8","SysAdmin / DevOps","Full-Time",3,30000,"M",0
"27 - 30","CABA","5 - 7","3 - 4","HelpDesk","Full-Time",3,22857.1428571429,"M",0
"27 - 30","Cordoba","8 - 10","2 - 3","Networking","Full-Time",3,25714.2857142857,"M",0
"21 - 23","CABA","1 - 2","Menos de un año","Developer","Full-Time",5,22285.7142857143,"M",1
"37 - 40","CABA","10+","7 - 8","PM","Full-Time",3,50000,"M",0
"31 - 33","Santa Fe","5 - 7","2 - 3","Storage / Backup","Full-Time",4,21428.5714285714,"M",0
"27 - 30","CABA","8 - 10","Menos de un año","Developer","Full-Time",3,32000,"M",0
"21 - 23","Catamarca","3 - 5","2 - 3","SysAdmin / DevOps","Part-Time",2,12000,"M",0
"27 - 30","Misiones","1 - 2","1 - 2","IT","Part-Time",3,18571.4285714286,"M",0
"27 - 30","GBA","5 - 7","1 - 2","PM","Full-Time",3,30000,"M",0
"27 - 30","CABA","5 - 7","5 - 6","HelpDesk","Full-Time",3,24571.4285714286,"M",0
"34 - 36","Tucuman","5 - 7","4 - 5","SysAdmin / DevOps","Part-Time",3,19285.7142857143,"M",0
"34 - 36","GBA","10+","6 - 7","SysAdmin / DevOps","Full-Time",3,15000,"M",0
"21 - 23","CABA","1 - 2","1 - 2","Field support ","Full-Time",2,10160,"M",0
"27 - 30","GBA","3 - 5","1 - 2","Developer","Freelance",3,15714.2857142857,"M",0
"34 - 36","CABA","10+","4 - 5","SysAdmin / DevOps","Full-Time",4,30000,"M",0
"50+","CABA","10+","10+","Designer","Full-Time",3,51000,"F",0
"31 - 33","GBA","8 - 10","7 - 8","HelpDesk","Full-Time",3,13000,"M",0
"27 - 30","Santa Fe","8 - 10","4 - 5","HelpDesk","Full-Time",5,30000,"M",0
"37 - 40","GBA","10+","10+","Asistente IT","Full-Time",3,21428.5714285714,"M",0
"24 - 26","CABA","3 - 5","1 - 2","HelpDesk","Full-Time",5,11500,"M",0
"37 - 40","CABA","3 - 5","Menos de un año","Auditor Sistemas","Full-Time",4,40000,"M",0
"27 - 30","CABA","5 - 7","1 - 2","SysAdmin / DevOps","Full-Time",2,11200,"M",0
"27 - 30","Santa Fe","1 - 2","1 - 2","Developer","Full-Time",2,16428.5714285714,"F",0
"27 - 30","CABA","3 - 5","3 - 4","Developer","Freelance",3,27000,"M",0
"24 - 26","CABA","3 - 5","Menos de un año","Developer","Full-Time",3,18571.4285714286,"M",1
"27 - 30","CABA","5 - 7","4 - 5","Soporte Técnico","Full-Time",2,35714.2857142857,"M",0
"27 - 30","CABA","8 - 10","1 - 2","SysAdmin / DevOps","Full-Time",2,22000,"M",0
"27 - 30","CABA","3 - 5","4 - 5","Infosec","Full-Time",2,20000,"M",0
"27 - 30","CABA","8 - 10","2 - 3","PM","Full-Time",2,35000,"M",0
"31 - 33","GBA","10+","8 - 9","Infosec","Full-Time",1,15000,"M",0
"31 - 33","CABA","3 - 5","1 - 2","Developer","Full-Time",4,28428.5714285714,"F",0
"31 - 33","CABA","8 - 10","1 - 2","Developer","Freelance",5,45000,"M",0
"34 - 36","Mendoza","8 - 10","7 - 8","HelpDesk","Full-Time",1,14000,"F",0
"27 - 30","Cordoba","3 - 5","1 - 2","Developer","Full-Time",4,28571.4285714286,"M",0
"27 - 30","CABA","1 - 2","1 - 2","Ventas","Full-Time",3,15000,"M",0
"24 - 26","CABA","3 - 5","4 - 5","Developer","Full-Time",2,21428.5714285714,"M",0
"21 - 23","CABA","1 - 2","2 - 3","Developer","Full-Time",3,24900,"M",0
"24 - 26","GBA","3 - 5","3 - 4","HelpDesk","Full-Time",1,17857.1428571429,"M",0
"27 - 30","CABA","5 - 7","Menos de un año","Seguridad SAP","Full-Time",4,35000,"M",1
"18 - 20","CABA","1 - 2","Menos de un año","HelpDesk","Part-Time",4,10285.7142857143,"M",0
"21 - 23","CABA","3 - 5","Menos de un año","ETL DEVELOPER","Full-Time",4,25714.2857142857,"M",0
"31 - 33","CABA","10+","4 - 5","Developer","Full-Time",3,12857.1428571429,"M",0
"37 - 40","CABA","10+","1 - 2","SysAdmin / DevOps","Full-Time",3,32857.1428571429,"M",0
"27 - 30","CABA","8 - 10","4 - 5","manager","Full-Time",3,30000,"M",0
"37 - 40","Jujuy","10+","4 - 5","Designer","Part-Time",3,17142.8571428571,"M",1
"21 - 23","CABA","1 - 2","Menos de un año","Developer","Full-Time",2,16142.8571428571,"M",0
"21 - 23","San Juan","3 - 5","2 - 3","Construccion","Full-Time",3,8571.42857142857,"M",0
"31 - 33","CABA","5 - 7","2 - 3","Developer","Full-Time",4,29000,"M",0
"27 - 30","CABA","3 - 5","2 - 3","Infosec","Full-Time",2,17500,"M",0
"21 - 23","CABA","1 - 2","1 - 2","Developer","Full-Time",4,28571.4285714286,"M",0
"27 - 30","CABA","5 - 7","3 - 4","Developer","Full-Time",4,30000,"M",0
"27 - 30","CABA","8 - 10","1 - 2","SysAdmin / DevOps","Full-Time",4,27142.8571428571,"M",0
"27 - 30","CABA","8 - 10","3 - 4","Project Leader","Full-Time",3,25142.8571428571,"M",0
"24 - 26","Mendoza","3 - 5","1 - 2","SysAdmin / DevOps","Full-Time",2,15714.2857142857,"M",0
"27 - 30","CABA","5 - 7","2 - 3","PM","Full-Time",5,40000,"F",0
"37 - 40","Misiones","8 - 10","6 - 7","SysAdmin / DevOps","Freelance",2,9000,"M",0
"27 - 30","Mendoza","5 - 7","3 - 4","Designer","Full-Time",1,8571.42857142857,"F",0
"27 - 30","Tierra del Fuego","8 - 10","7 - 8","SysAdmin / DevOps","Full-Time",4,46428.5714285714,"M",0
"37 - 40","Cordoba","10+","10+","Developer","Part-Time",2,20000,"M",0
"27 - 30","CABA","5 - 7","1 - 2","Developer","Full-Time",2,33000,"M",0
"34 - 36","Santa Fe","8 - 10","5 - 6","Developer","Full-Time",3,28571.4285714286,"M",0
"27 - 30","CABA","3 - 5","1 - 2","Developer","Freelance",3,50000,"M",1
"34 - 36","Cordoba","10+","4 - 5"," soporte tecnico","Full-Time",1,12300,"M",0
"27 - 30","CABA","1 - 2","1 - 2","DBA","Full-Time",1,19428.5714285714,"M",1
"41 - 45","CABA","10+","5 - 6","SysAdmin / DevOps","Full-Time",2,31428.5714285714,"M",0
"21 - 23","Cordoba","Menos de un año","Menos de un año","Developer","Part-Time",2,6428.57142857143,"M",0
"46 - 49","CABA","10+","3 - 4","SysAdmin / DevOps","Full-Time",3,32000,"M",0
"37 - 40","Mendoza","10+","10+","Developer","Freelance",3,15000,"M",0
"50+","Cordoba","10+","1 - 2","QA / Tester","Remoto (empresa de otro país)",5,1e+05,"M",1
"31 - 33","CABA","5 - 7","Menos de un año","Developer","Full-Time",3,35714.2857142857,"M",1
"24 - 26","CABA","3 - 5","2 - 3","Analista funcional","Full-Time",3,27142.8571428571,"M",0
"27 - 30","Santa Fe","3 - 5","5 - 6","SysAdmin / DevOps","Full-Time",3,24285.7142857143,"M",0
"34 - 36","CABA","10+","7 - 8","HelpDesk","Full-Time",4,39000,"M",0
"24 - 26","CABA","3 - 5","3 - 4","Developer","Full-Time",2,18571.4285714286,"M",0
"21 - 23","Cordoba","3 - 5","1 - 2","Developer","Full-Time",2,19285.7142857143,"M",0
"27 - 30","CABA","8 - 10","9 - 10","HelpDesk","Full-Time",4,30000,"M",0
"41 - 45","CABA","10+","9 - 10","Administrador de Red","Full-Time",2,31428.5714285714,"M",0
"37 - 40","Rio Negro","8 - 10","2 - 3","Networking","Full-Time",2,35285.7142857143,"M",0
"27 - 30","CABA","8 - 10","6 - 7","HelpDesk","Full-Time",3,37142.8571428571,"M",0
"24 - 26","GBA","3 - 5","1 - 2","tecnico","Full-Time",3,19000,"M",0
"24 - 26","Santa Fe","3 - 5","1 - 2","PM","Part-Time",3,14285.7142857143,"M",0
"31 - 33","CABA","3 - 5","3 - 4","Developer","Full-Time",3,24285.7142857143,"M",0
"31 - 33","CABA","3 - 5","Menos de un año","QA / Tester","Full-Time",2,19000,"M",1
"31 - 33","CABA","10+","Menos de un año","HelpDesk","Full-Time",3,16000,"M",1
"27 - 30","GBA","5 - 7","2 - 3","Tec On Site","Full-Time",2,16500,"M",0
"37 - 40","CABA","10+","Menos de un año","SysAdmin / DevOps","Full-Time",3,24285.7142857143,"M",1
"27 - 30","CABA","5 - 7","2 - 3","SysAdmin / DevOps","Full-Time",2,22857.1428571429,"M",0
"24 - 26","Cordoba","Menos de un año","Menos de un año","Networking","Full-Time",4,18600,"M",1
"21 - 23","CABA","Menos de un año","Menos de un año","Developer","Part-Time",3,11214.2857142857,"M",0
